player,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Alekhine,0.010542168674698794,0.016566265060240965,0.03313253012048193,0.015060240963855422,0.02786144578313253,0.036897590361445784,0.0286144578313253,0.008283132530120483,0.030120481927710843,0.012801204819277108,0.018072289156626505,0.024849397590361446,0.015060240963855422,0.007530120481927711,0.004518072289156626,0.018072289156626505,0.01957831325301205,0.01355421686746988,0.012801204819277108,0.0037650602409638554,0.015060240963855422,0.005271084337349397,0.022590361445783132,0.024849397590361446,0.009036144578313253,0.04292168674698795,0.022590361445783132,0.012048192771084338,0.008283132530120483,0.01355421686746988,0.01355421686746988,0.018072289156626505,0.022590361445783132,0.01581325301204819,0.005271084337349397,0.023343373493975902,0.0037650602409638554,0.051957831325301206,0.0037650602409638554,0.015060240963855422,0.00677710843373494,0.05271084337349398,0.01355421686746988,0.004518072289156626,0.009789156626506024,0.009789156626506024,0.02108433734939759,0.0007530120481927711,0.022590361445783132,0.02786144578313253,0.02033132530120482,0.0338855421686747,0.05798192771084337,0.0037650602409638554,0.005271084337349397,0.002259036144578313
Anand,0.02707527521570961,0.01487652484379649,0.025885153228205893,0.024992561737578103,0.021719726271942873,0.010711097887533471,0.01606664683130021,0.005950609937518596,0.019041951800059506,0.01428146385004463,0.006843201428146385,0.02975304968759298,0.020529604284439156,0.0050580184468908065,0.01487652484379649,0.024992561737578103,0.01457899434692056,0.012793811365664981,0.04433204403451354,0.008925914906277893,0.01487652484379649,0.047009818506396905,0.01457899434692056,0.02945551919071705,0.018446890806307646,0.021719726271942873,0.023504909253198453,0.030943171675096696,0.007438262421898245,0.019934543290687296,0.009223445403153823,0.008925914906277893,0.037191312109491226,0.020827134781315086,0.007140731925022315,0.010711097887533471,0.005950609937518596,0.03153823266884856,0.012793811365664981,0.007438262421898245,0.008628384409401963,0.022314787265694733,0.023802439750074383,0.009818506396905683,0.010711097887533471,0.008628384409401963,0.011306158881285331,0.012496280868789051,0.01368640285629277,0.03689378161261529,0.021719726271942873,0.006545670931270455,0.021422195775066943,0.007735792918774174,0.010116036893781613,0.031240702171972626
Aronian,0.017870257037943697,0.03280293757649939,0.050673194614443084,0.027172582619339046,0.019828641370869034,0.016156670746634027,0.026438188494492042,0.0073439412484700125,0.011995104039167686,0.014443084455324358,0.00832313341493268,0.05042839657282742,0.01419828641370869,0.01077111383108935,0.002937576499388005,0.03892288861689106,0.007588739290085679,0.013708690330477356,0.012484700122399021,0.01175030599755202,0.02447980416156671,0.012729498164014688,0.01346389228886169,0.01346389228886169,0.012239902080783354,0.024969400244798042,0.020318237454100368,0.00832313341493268,0.01346389228886169,0.016156670746634027,0.0200734394124847,0.030599755201958383,0.025458996328029376,0.02937576499388005,0.006854345165238678,0.014932680538555692,0.004651162790697674,0.02252141982864137,0.006609547123623011,0.013219094247246021,0.025703794369645042,0.01664626682986536,0.043574051407588736,0.007099143206854345,0.015177478580171358,0.006364749082007344,0.018115055079559364,0.013219094247246021,0.007833537331701347,0.026682986536107713,0.015422276621787025,0.015177478580171358,0.03133414932680539,0.005385556915544675,0.014932680538555692,0.007588739290085679
Bogoljubow,0.011568123393316195,0.017994858611825194,0.038560411311053984,0.011568123393316195,0.017994858611825194,0.012853470437017995,0.02442159383033419,0.002570694087403599,0.015424164524421594,0.019280205655526992,0.02570694087403599,0.043701799485861184,0.014138817480719794,0.007712082262210797,0.0038560411311053984,0.02956298200514139,0.011568123393316195,0.02570694087403599,0.010282776349614395,0.007712082262210797,0.03470437017994859,0.0038560411311053984,0.014138817480719794,0.02699228791773779,0.006426735218508998,0.033419023136246784,0.015424164524421594,0.014138817480719794,0.019280205655526992,0.02313624678663239,0.005141388174807198,0.019280205655526992,0.02056555269922879,0.02699228791773779,0.0038560411311053984,0.015424164524421594,0.006426735218508998,0.028277634961439587,0.016709511568123392,0.03984575835475578,0.016709511568123392,0.021850899742930592,0.017994858611825194,0.0,0.015424164524421594,0.0038560411311053984,0.007712082262210797,0.011568123393316195,0.010282776349614395,0.03984575835475578,0.015424164524421594,0.04113110539845758,0.05269922879177378,0.005141388174807198,0.007712082262210797,0.006426735218508998
Botvinnik,0.0070126227208976155,0.014025245441795231,0.0364656381486676,0.008415147265077139,0.001402524544179523,0.043478260869565216,0.023842917251051893,0.011220196353436185,0.002805049088359046,0.02244039270687237,0.028050490883590462,0.025245441795231416,0.019635343618513323,0.04628330995792426,0.0,0.016830294530154277,0.016830294530154277,0.015427769985974754,0.002805049088359046,0.02244039270687237,0.033660589060308554,0.004207573632538569,0.005610098176718092,0.023842917251051893,0.005610098176718092,0.009817671809256662,0.011220196353436185,0.009817671809256662,0.011220196353436185,0.019635343618513323,0.0182328190743338,0.019635343618513323,0.011220196353436185,0.028050490883590462,0.0182328190743338,0.012622720897615708,0.0182328190743338,0.009817671809256662,0.016830294530154277,0.03225806451612903,0.03225806451612903,0.015427769985974754,0.016830294530154277,0.009817671809256662,0.016830294530154277,0.005610098176718092,0.033660589060308554,0.015427769985974754,0.014025245441795231,0.02664796633941094,0.016830294530154277,0.03506311360448808,0.030855539971949508,0.02664796633941094,0.014025245441795231,0.005610098176718092
Bronstein,0.013618677042801557,0.03631647211413749,0.01297016861219196,0.026588845654993514,0.011024643320363165,0.023994811932555125,0.019455252918287938,0.01621271076523995,0.020752269779507133,0.02529182879377432,0.01621271076523995,0.023346303501945526,0.014267185473411154,0.01556420233463035,0.004539559014267186,0.014915693904020753,0.029182879377431907,0.01232166018158236,0.02529182879377432,0.009727626459143969,0.020103761348897537,0.019455252918287938,0.01297016861219196,0.02204928664072633,0.01232166018158236,0.027885862516212712,0.022697795071335927,0.019455252918287938,0.011673151750972763,0.014915693904020753,0.009079118028534372,0.009079118028534372,0.014915693904020753,0.02204928664072633,0.021400778210116732,0.020752269779507133,0.01556420233463035,0.016861219195849545,0.014915693904020753,0.009727626459143969,0.021400778210116732,0.01232166018158236,0.011673151750972763,0.013618677042801557,0.01232166018158236,0.022697795071335927,0.018158236057068743,0.028534370946822308,0.019455252918287938,0.01556420233463035,0.01556420233463035,0.018158236057068743,0.021400778210116732,0.020103761348897537,0.023346303501945526,0.01621271076523995
Capablanca,0.012552301255230125,0.012552301255230125,0.029288702928870293,0.006276150627615063,0.03138075313807531,0.03347280334728033,0.029288702928870293,0.010460251046025104,0.02301255230125523,0.010460251046025104,0.01882845188284519,0.02301255230125523,0.016736401673640166,0.016736401673640166,0.0020920502092050207,0.027196652719665274,0.010460251046025104,0.029288702928870293,0.010460251046025104,0.008368200836820083,0.014644351464435146,0.0020920502092050207,0.02301255230125523,0.04602510460251046,0.014644351464435146,0.02092050209205021,0.014644351464435146,0.0,0.006276150627615063,0.027196652719665274,0.01882845188284519,0.01882845188284519,0.01882845188284519,0.006276150627615063,0.0041841004184100415,0.02092050209205021,0.0,0.04184100418410042,0.0041841004184100415,0.03556485355648536,0.008368200836820083,0.02510460251046025,0.012552301255230125,0.008368200836820083,0.016736401673640166,0.0041841004184100415,0.01882845188284519,0.0041841004184100415,0.04811715481171548,0.0502092050209205,0.0041841004184100415,0.060669456066945605,0.02301255230125523,0.008368200836820083,0.0041841004184100415,0.0020920502092050207
Carlsen,0.015879017013232515,0.02892249527410208,0.05330812854442344,0.028544423440453687,0.015311909262759925,0.017958412098298678,0.02325141776937618,0.0035916824196597355,0.0111531190926276,0.013610586011342156,0.010775047258979206,0.054820415879017016,0.011909262759924386,0.01001890359168242,0.01001890359168242,0.03610586011342155,0.006238185255198488,0.01606805293005671,0.015122873345935728,0.015689981096408318,0.02551984877126654,0.016446124763705106,0.013988657844990548,0.012476370510396975,0.006238185255198488,0.026465028355387523,0.013421550094517959,0.01379962192816635,0.013988657844990548,0.01984877126654064,0.01550094517958412,0.02930056710775047,0.03156899810964083,0.03156899810964083,0.005671077504725898,0.011909262759924386,0.005293005671077505,0.024196597353497166,0.015689981096408318,0.01625708884688091,0.02665406427221172,0.016824196597353496,0.030245746691871456,0.003402646502835539,0.008506616257088847,0.003969754253308129,0.013421550094517959,0.010964083175803403,0.005671077504725898,0.034782608695652174,0.015879017013232515,0.015122873345935728,0.035916824196597356,0.012098298676748583,0.012476370510396975,0.006616257088846881
Caruana,0.01240927183329431,0.023413720440177945,0.04635916647155233,0.026691641301802856,0.02060407398735659,0.013111683446499649,0.01615546710372278,0.0035120580660266917,0.006555841723249824,0.010536174198080075,0.018965113556544136,0.05689534066963241,0.013345820650901428,0.010067899789276516,0.006321704518848045,0.04448606883633809,0.005619292905642706,0.023647857644579724,0.023647857644579724,0.013814095059704988,0.02879887614141887,0.027159915710606414,0.014750643877312106,0.011004448606883634,0.005853430110044486,0.03324748302505268,0.015453055490517443,0.018262701943338795,0.013814095059704988,0.022008897213767267,0.013345820650901428,0.0250526808709904,0.0409740107703114,0.02879887614141887,0.003746195270428471,0.0077265277452587214,0.0035120580660266917,0.02435026925778506,0.009131350971669398,0.019199250760945915,0.02598922968859752,0.009131350971669398,0.02879887614141887,0.002107234839616015,0.007024116132053383,0.00398033247483025,0.014048232264106767,0.018496839147740574,0.002809646452821353,0.03020369936782955,0.02013579957855303,0.011940997424490752,0.03605712947787403,0.007492390540856942,0.009599625380472957,0.009833762584874737
Chigorin,0.0018181818181818182,0.0036363636363636364,0.023636363636363636,0.0018181818181818182,0.10363636363636364,0.00909090909090909,0.014545454545454545,0.0018181818181818182,0.07090909090909091,0.0018181818181818182,0.02,0.045454545454545456,0.012727272727272728,0.00909090909090909,0.0018181818181818182,0.04727272727272727,0.00909090909090909,0.04181818181818182,0.0,0.0,0.02181818181818182,0.00909090909090909,0.03272727272727273,0.007272727272727273,0.00909090909090909,0.1,0.04727272727272727,0.007272727272727273,0.0036363636363636364,0.00909090909090909,0.0,0.012727272727272728,0.03272727272727273,0.01090909090909091,0.0,0.007272727272727273,0.0,0.0890909090909091,0.012727272727272728,0.02,0.007272727272727273,0.012727272727272728,0.03636363636363636,0.0,0.005454545454545455,0.007272727272727273,0.014545454545454545,0.0018181818181818182,0.0018181818181818182,0.023636363636363636,0.00909090909090909,0.0036363636363636364,0.012727272727272728,0.0036363636363636364,0.0036363636363636364,0.0036363636363636364
